Ch1 Amplitude,Ch2 Amplitude,Cluster
1518.56335,1511.73608,1
1518.89587,1490.31921,1
1518.94531,1457.16138,1
1518.96069,1431.61292,1
1518.99927,1448.92468,1
1519.02271,1493.95032,1
1519.1228,1491.29248,1
1519.14453,1384.9082,1
1519.3739,1468.03247,1
1519.42163,1533.06348,1
1519.6637,1443.35974,1
1519.81055,1544.93835,1
1519.867,1489.95569,1
1520.29761,1485.45435,1
1520.308,1470.41479,1
1520.3446,1521.99915,1
1520.48865,1500.21851,1
1520.72681,1578.76,1
1520.82751,1472.38623,1
1520.96436,1420.93372,1
1521.03223,1594.76917,1
1521.5011,1469.52356,1
1521.551,1517.85889,1
1521.5957,1448.24243,1
1521.84363,1554.43286,1
1521.92212,1522.68262,1
1522.04248,1553.482,1
1522.59436,1476.71924,1
1522.62854,1477.26538,1
1523.01147,1385.19458,1
1523.415,1438.64929,1
1523.46326,1480.03333,1
1523.544,1506.63672,1
1523.66248,1431.99255,1
1523.66846,1431.33374,1
1523.79272,1499.889,1
1524.06665,1456.9834,1
1524.14392,1486.67932,1
1524.204,1506.427,1
1524.23511,1517.63049,1
1524.2406,1383.68457,1
1524.37073,1844.98,1
1524.39319,1466.23828,1
1524.40552,1583.52551,1
1524.58057,1465.19128,1
1524.77429,1618.56946,1
1524.80188,1521.5802,1
1524.80811,1521.12439,1
1524.81543,1427.88745,1
1524.88538,1389.32446,1
1525.07043,1525.05066,1
1525.17,1587.9176,1
1525.226,1514.61047,1
1525.31885,1549.32813,1
1525.39807,1480.97351,1
1525.42969,1412.60669,1
1525.45,1530.65515,1
1525.6073,1544.88672,1
1525.63184,1481.31909,1
1525.72742,1403.65491,1
1525.77026,1476.64929,1
1525.88269,1500.5387,1
1525.89148,1509.499,1
1525.92114,1503.53674,1
1525.93909,1398.55627,1
1526.05347,1586.69531,1
1526.15491,1595.13171,1
1526.21313,1408.33093,1
1526.42163,1400.10229,1
1526.516,1764.93958,1
1526.5647,1490.57092,1
1526.58093,1604.24951,1
1526.64233,1197.5033,1
1526.72961,1506.75244,1
1526.80652,1444.30554,1
1526.99426,1449.14392,1
1527.00232,1456.69836,1
1527.06824,1390.53467,1
1527.2312,1397.4906,1
1527.35547,1520.7561,1
1527.57849,1620.92676,1
1527.77429,1393.60693,1
1527.8269,1406.79089,1
1527.92017,1464.0647,1
1528.05994,1414.05261,1
1528.12488,1482.03076,1
1528.16406,1463.71924,1
1528.17249,1535.56384,1
1528.44653,1480.25293,1
1528.62964,1422.80347,1
1528.63318,1434.57288,1
1528.78369,1406.88025,1
1528.84619,1552.995,1
1528.90674,1423.29285,1
1529.04822,1548.54675,1
1529.09619,1304.03333,1
1529.27747,1433.63171,1
1529.58508,1477.657,1
1529.82556,1484.16089,1
1529.98975,1411.32935,1
1530.27478,1562.68164,1
1530.30188,1529.67017,1
1530.34045,1471.85852,1
1530.71228,1469.998,1
1530.7301,1416.2251,1
1530.80554,1374.57825,1
1531.03784,1477.08667,1
1531.17273,1519.13611,1
1531.55176,1432.51208,1
1531.57617,1464.58789,1
1531.64734,1347.32385,1
1532.0697,1477.772,1
1532.42639,1517.06055,1
1532.54419,1437.26465,1
1532.55481,1513.57129,1
1532.65869,1498.56372,1
1532.776,1519.02954,1
1532.85632,1422.66528,1
1532.85876,1470.023,1
1533.01343,1455.37024,1
1533.03784,1510.59766,1
1533.06323,1562.16724,1
1533.15674,1513.59631,1
1533.39978,1478.5957,1
1533.42847,1512.87744,1
1533.42981,1563.451,1
1533.6394,1470.93945,1
1533.74109,1438.68945,1
1533.78772,1298.96826,1
1533.93787,3001.21143,4
1534.00342,1452.69043,1
1534.18494,1474.88416,1
1534.2832,1372.62634,1
1534.35632,1536.97388,1
1534.40527,1384.706,1
1534.42053,1506.79163,1
1534.531,1473.80322,1
1534.548,1459.4917,1
1534.62354,1520.46558,1
1534.77917,1503.9679,1
1534.86621,1488.62366,1
1534.88062,1408.359,1
1534.91565,1451.86682,1
1535.00659,1400.40527,1
1535.04736,1453.5249,1
1535.10327,1490.27649,1
1535.27588,1584.0968,1
1535.5697,1466.39368,1
1535.62219,1382.81433,1
1535.82507,1449.032,1
1536.001,1436.07422,1
1536.09888,1538.14807,1
1536.14941,1359.62292,1
1536.23425,1502.07092,1
1536.37488,1556.21606,1
1536.51538,1465.66809,1
1536.59448,1493.12024,1
1536.61731,1428.69824,1
1536.62061,1430.93127,1
1536.82971,1452.46277,1
1536.83679,1478.727,1
1537.10559,1441.51453,1
1537.28979,1563.62366,1
1537.4071,1433.731,1
1537.41431,1483.89258,1
1537.52625,1449.23547,1
1537.6947,1406.66248,1
1537.70764,1547.31689,1
1537.89429,1472.411,1
1538.00232,1487.48975,1
1538.013,1471.6792,1
1538.03748,1457.38147,1
1538.05847,1448.33813,1
1538.17163,1478.74524,1
1538.19409,1515.36731,1
1538.34644,1597.212,1
1538.38989,1508.16455,1
1538.628,1367.48474,1
1538.70337,1437.49487,1
1538.77576,1486.52063,1
1538.89612,1377.09766,1
1538.94312,1432.24561,1
1538.97644,1529.39465,1
1538.97888,3255.9812,4
1539.19446,1505.28735,1
1539.24536,1557.52747,1
1539.27222,1447.00146,1
1539.40332,1407.28271,1
1539.41162,1518.6532,1
1539.44287,1447.61169,1
1539.82251,1515.38171,1
1539.87048,1466.91736,1
1539.92981,1348.86426,1
1540.06128,1165.99817,1
1540.07227,1411.77747,1
1540.17346,1610.53979,1
1540.2373,1621.179,1
1540.51025,1497.28674,1
1540.51355,1461.9082,1
1540.516,1532.35779,1
1540.59473,1244.19128,1
1540.61926,1575.15247,1
1540.70935,1470.2561,1
1540.75562,1486.96753,1
1540.80737,1486.78918,1
1540.82617,1538.54,1
1540.9259,1432.991,1
1541.09912,1545.7229,1
1541.1731,1575.29468,1
1541.20251,1470.00061,1
1541.25452,1521.833,1
1541.30872,2791.493,4
1541.34277,1367.22693,1
1541.47241,1508.32239,1
1541.51953,1485.39258,1
1541.78809,1462.81213,1
1541.831,1560.46521,1
1541.94312,1410.3844,1
1541.94543,1493.47754,1
1541.949,1468.6709,1
1541.9679,1539.19849,1
1542.03467,1461.34875,1
1542.08911,1529.21606,1
1542.114,1474.35022,1
1542.19824,1393.78088,1
1542.20532,1503.73547,1
1542.418,1426.47156,1
1542.52478,1561.993,1
1542.53271,1411.74707,1
1542.56018,1669.21057,1
1542.69324,1485.65857,1
1543.057,1473.13977,1
1543.11011,1504.87524,1
1543.16858,1444.709,1
1543.184,1502.16028,1
1543.24377,1462.27441,1
1543.25867,1362.83887,1
1543.28577,1550.381,1
1543.673,1499.42639,1
1543.71143,1550.7002,1
1543.72852,1434.36267,1
1543.85474,1450.022,1
1544.11462,1479.84265,1
1544.17224,1374.684,1
1544.17285,1583.51025,1
1544.1853,1479.06,1
1544.19226,1404.3042,1
1544.35571,1400.32617,1
1544.364,1506.19,1
1544.43872,1412.09131,1
1544.45361,1528.92371,1
1544.49634,1632.00476,1
1544.6051,1377.17322,1
1544.69055,1511.22253,1
1544.695,1546.824,1
1544.7019,1529.88232,1
1544.70642,1479.14368,1
1544.81274,1314.27722,1
1544.862,1424.71411,1
1544.86877,1528.26453,1
1544.93982,1437.4845,1
1544.98853,1458.82922,1
1545.0105,1557.34851,1
1545.01563,1481.21777,1
1545.1106,1414.66016,1
1545.14563,1446.29883,1
1545.20435,1388.10767,1
1545.39465,1600.62085,1
1545.47363,1463.12769,1
1545.49768,1480.00183,1
1545.50745,1486.50378,1
1545.57166,1457.24133,1
1545.61768,1527.38208,1
1545.62915,1529.2738,1
1545.78357,1497.36646,1
1545.81519,1502.9967,1
1545.82166,1466.99854,1
1545.871,1564.4834,1
1545.94641,1468.65466,1
1546.03333,1456.67773,1
1546.1217,1491.11365,1
1546.23169,1567.26318,1
1546.34949,1490.04688,1
1546.35779,1545.68494,1
1546.37073,1433.05859,1
1546.712,1468.72913,1
1546.75464,1488.45056,1
1546.83948,1433.97791,1
1546.87109,1564.86072,1
1546.90527,1436.58411,1
1546.9082,1456.09814,1
1546.93054,1502.54944,1
1546.93677,1496.20728,1
1546.98621,1442.47168,1
1546.98816,1562.21887,1
1547.02136,1478.16956,1
1547.05078,1472.28723,1
1547.08362,1457.98572,1
1547.23071,1569.34985,1
1547.24792,1565.02686,1
1547.27161,1495.502,1
1547.28186,1589.33191,1
1547.298,1485.68542,1
1547.30994,1354.63892,1
1547.33984,1413.682,1
1547.48792,1387.3385,1
1547.53308,1425.76685,1
1547.67712,1405.51221,1
1547.71741,1437.14331,1
1547.87085,1489.18567,1
1547.88843,1410.39758,1
1548.06812,1393.677,1
1548.11365,1482.852,1
1548.17847,1500.82483,1
1548.35376,1438.74951,1
1548.36426,1494.06055,1
1548.39819,1507.37769,1
1548.40149,1443.1438,1
1548.44788,1646.01331,1
1548.481,1350.43018,1
1548.52136,1390.37964,1
1548.57019,1378.19519,1
1548.6521,1435.67053,1
1548.66467,1489.87061,1
1548.7262,1606.83533,1
1548.78345,1441.24487,1
1548.82446,1432.96582,1
1548.90942,1478.02356,1
1548.92212,1522.52771,1
1549.26648,1541.1416,1
1549.304,1418.845,1
1549.30444,1469.0658,1
1549.36511,1568.85681,1
1549.38708,1463.06689,1
1549.56213,1520.09009,1
1549.58,1466.27234,1
1549.59155,1414.75134,1
1549.74744,1315.68555,1
1549.96411,1408.6958,1
1550.05164,1455.99817,1
1550.05969,1405.54065,1
1550.14368,1487.04968,1
1550.17114,1450.91736,1
1550.27075,1273.22375,1
1550.309,1343.40527,1
1550.41711,1474.02856,1
1550.461,1545.49951,1
1550.49475,1478.51636,1
1550.5271,1454.00024,1
1550.5719,1515.45276,1
1550.597,1459.52283,1
1550.64929,1426.64441,1
1550.66785,1490.6405,1
1550.68518,1501.97644,1
1550.69153,1460.66956,1
1550.71472,1400.22144,1
1550.735,1474.169,1
1550.78516,1424.8761,1
1550.88049,1373.95386,1
1550.95337,1497.45178,1
1550.97412,1392.857,1
1551.012,1522.97363,1
1551.31152,1483.05225,1
1551.34509,1417.93469,1
1551.34814,1538.13074,1
1551.495,1513.66626,1
1551.62292,1399.02209,1
1551.69727,1496.80151,1
1551.715,1434.15869,1
1551.77466,1505.6521,1
1551.78918,1326.1792,1
1551.849,1391.7572,1
1551.856,1442.83044,1
1551.85669,1488.52063,1
1551.93286,1455.00342,1
1551.938,1195.44324,1
1552.02039,1471.8291,1
1552.05371,1417.751,1
1552.182,1479.9458,1
1552.19946,1450.07751,1
1552.274,1443.57861,1
1552.35559,1442.50745,1
1552.39917,1554.76624,1
1552.42419,1479.977,1
1552.506,1590.31665,1
1552.511,1427.69739,1
1552.61609,1473.54749,1
1552.62463,1480.04407,1
1552.76746,1466.60315,1
1552.808,1574.12585,1
1552.81445,1414.06458,1
1552.81934,1475.235,1
1552.82874,1458.4884,1
1552.85779,1449.683,1
1552.91455,1428.48926,1
1553.12061,1463.74146,1
1553.21448,1383.58362,1
1553.21765,1416.03906,1
1553.26221,1586.98853,1
1553.277,1454.78992,1
1553.29626,1530.37415,1
1553.36157,1498.075,1
1553.39111,1553.35242,1
1553.41675,1533.247,1
1553.45764,1472.01477,1
1553.51855,1559.00476,1
1553.51953,1519.726,1
1553.556,1347.19214,1
1553.584,1476.54443,1
1553.60266,1342.53259,1
1553.70959,1503.45068,1
1553.74255,1461.74609,1
1553.75354,1517.98523,1
1553.84912,1547.56458,1
1553.95227,1460.16577,1
1553.99414,1513.19885,1
1554.022,1463.30664,1
1554.04688,1301.26379,1
1554.14526,1462.83582,1
1554.221,1470.06323,1
1554.22412,1510.11816,1
1554.24878,1529.66077,1
1554.31079,1510.12988,1
1554.355,1513.17493,1
1554.43237,1588.47131,1
1554.445,1498.42859,1
1554.61963,1406.64355,1
1554.78955,1634.08667,1
1554.84778,1459.58032,1
1554.8573,1531.799,1
1554.98267,1454.98193,1
1555.01245,1454.24866,1
1555.10168,1473.94312,1
1555.11951,1546.48486,1
1555.16345,1542.78027,1
1555.18945,1452.77771,1
1555.25122,1535.01257,1
1555.28149,1398.52234,1
1555.3396,1433.98816,1
1555.381,1464.06921,1
1555.49182,1480.71741,1
1555.50232,1492.0249,1
1555.50293,1476.97729,1
1555.51538,1490.80847,1
1555.51648,1407.54468,1
1555.5459,1507.05176,1
1555.641,1443.65625,1
1555.823,1445.87769,1
1555.82324,1570.08057,1
1555.85266,1476.98755,1
1555.92737,1463.04358,1
1555.92993,1483.98376,1
1555.95239,1407.50378,1
1555.98181,1562.79565,1
1556.03247,1458.27625,1
1556.06653,1373.363,1
1556.122,1499.235,1
1556.18274,1490.15686,1
1556.20276,1362.802,1
1556.21936,1527.57678,1
1556.23035,1571.29614,1
1556.4,1466.675,1
1556.48413,1472.88708,1
1556.52307,1476.16992,1
1556.54321,1495.8938,1
1556.61157,1464.78064,1
1556.674,2881.46216,4
1556.68359,1383.57068,1
1556.70215,1557.3573,1
1556.72009,1180.42578,1
1556.74,1437.69214,1
1556.7428,1543.08936,1
1556.80042,1527.74841,1
1556.88086,1472.242,1
1556.937,1455.63989,1
1557.04626,1461.19836,1
1557.058,1430.688,1
1557.06079,1446.37256,1
1557.07983,1452.36023,1
1557.20264,1421.28784,1
1557.2113,1477.03381,1
1557.21533,1433.77942,1
1557.24243,1386.03162,1
1557.3396,1415.7002,1
1557.365,1464.721,1
1557.4519,1482.13123,1
1557.45264,1463.0365,1
1557.55835,1536.03162,1
1557.60388,1450.14624,1
1557.61426,1521.96863,1
1557.63611,1469.60388,1
1557.74585,1445.41736,1
1557.83374,1535.96045,1
1557.8623,1488.73889,1
1557.90613,1516.43152,1
1557.93152,1388.31885,1
1557.96033,1385.04712,1
1558.07544,1432.2074,1
1558.14709,1500.88184,1
1558.39636,1347.59082,1
1558.44067,1490.17236,1
1558.58508,1416.81934,1
1558.70935,1459.33484,1
1558.80481,1480.79614,1
1558.86975,1467.3385,1
1558.90417,1426.73633,1
1558.94592,1588.80188,1
1558.98523,1436.15027,1
1559.02161,1414.21936,1
1559.05432,1455.44446,1
1559.06616,1421.62122,1
1559.1,1401.45007,1
1559.13062,1497.49219,1
1559.25659,1525.5282,1
1559.2771,1450.05334,1
1559.30542,1513.97559,1
1559.31628,1440.67078,1
1559.409,1453.45911,1
1559.45166,1475.642,1
1559.45642,1401.06506,1
1559.50879,1439.2572,1
1559.70593,1439.407,1
1559.725,1416.47742,1
1559.81116,1497.80359,1
1559.83093,1464.00537,1
1559.88635,1475.245,1
1559.92456,1434.66846,1
1560.02942,1485.65381,1
1560.04822,1513.01135,1
1560.05615,1502.16467,1
1560.05994,1420.64221,1
1560.08118,1449.534,1
1560.14929,1397.98547,1
1560.18616,1550.38428,1
1560.29773,1480.49475,1
1560.30884,1449.72913,1
1560.33752,1521.89661,1
1560.38574,1480.501,1
1560.38782,1438.83484,1
1560.443,1509.65442,1
1560.68677,1411.16077,1
1560.7124,1446.07935,1
1560.80176,1468.71667,1
1560.83411,1494.32507,1
1560.90808,1485.80151,1
1560.983,1525.25244,1
1560.99817,1358.77869,1
