Ch1 Amplitude,Ch2 Amplitude,Cluster
1594.49133,1490.45728,1
1594.52966,1516.36523,1
1594.62207,1561.9845,1
1594.65662,1431.30762,1
1594.66882,1420.66882,1
1594.67163,1412.77441,1
1594.69275,1474.79126,1
1594.69946,1616.78918,1
1594.7345,1518.91113,1
1594.75256,1475.42236,1
1594.83862,1452.53088,1
1594.87061,1515.23962,1
1595.081,1534.17,1
1595.26526,1506.92358,1
1595.31,1475.56384,1
1595.40942,1505.39844,1
1595.4502,1452.26172,1
1595.5127,1448.5741,1
1595.60083,1515.00391,1
1595.64612,1379.92346,1
1595.739,1650.5282,1
1595.77917,1586.7,1
1595.83093,1464.62073,1
1595.86279,1511.11658,1
1595.87878,1495.82324,1
1596.16382,1522.59119,1
1596.30444,1478.69043,1
1596.32275,1509.0614,1
1596.5752,1468.41541,1
1596.59546,1464.19519,1
1596.597,1430.49048,1
1596.60193,1518.59521,1
1596.641,1402.847,1
1596.64526,1431.73755,1
1596.67737,1502.1532,1
1596.716,1508.718,1
1596.83337,1561.12061,1
1596.85632,1499.08118,1
1596.87744,1415.39941,1
1597.01709,1587.13538,1
1597.138,1450.6886,1
1597.21387,1540.8053,1
1597.23291,1565.93555,1
1597.27368,1487.02,1
1597.27893,1502.61987,1
1597.35193,1431.41174,1
1597.5415,1486.8877,1
1597.64734,1465.88818,1
1597.75732,1464.75049,1
1597.77051,1518.61609,1
1597.88232,1387.388,1
1598.11377,1506.07654,1
1598.1239,1522.09119,1
1598.20044,1387.26416,1
1598.48352,1505.19763,1
1598.5531,1523.97351,1
1598.63354,1315.10974,1
1598.66956,1469.3606,1
1598.67773,1557.03577,1
1598.73645,1552.66174,1
1598.85864,1540.94983,1
1598.91357,1428.72107,1
1598.9198,1446.93347,1
1598.94629,1504.54736,1
1599.09045,1451.75378,1
1599.12915,1578.78125,1
1599.55762,1505.3833,1
1599.5686,1429.42712,1
1599.5769,1581.20593,1
1599.61853,1618.7782,1
1599.72424,1407.81775,1
1599.72729,1544.33875,1
1599.75977,1520.7738,1
1599.7937,1475.13635,1
1599.8009,1485.57727,1
1599.85852,1559.2019,1
1599.94067,1567.1803,1
1599.95056,1520.90808,1
1600.03027,1430.87573,1
1600.16809,1449.45117,1
1600.32446,1424.26038,1
1600.40845,1482.76611,1
1600.43384,1426.52148,1
1600.47192,1616.12561,1
1600.676,1460.53662,1
1600.991,1519.33057,1
1601.01892,1419.45984,1
1601.16211,1485.72913,1
1601.17419,1569.16858,1
1601.19543,1425.78674,1
1601.1991,1526.01892,1
1601.21631,1523.89319,1
1601.36768,1521.84119,1
1601.51428,1493.696,1
1601.55347,1509.66541,1
1601.60632,1519.87744,1
1601.65649,1432.35767,1
1601.77429,1513.27356,1
1601.77539,1563.00012,1
1601.86243,1481.70569,1
1601.94958,1619.16992,1
1601.97375,1471.74854,1
1601.98071,1395.64038,1
1602.00024,1451.25964,1
1602.04932,1499.234,1
1602.16711,1370.59937,1
1602.22363,1476.6405,1
1602.39624,1584.37659,1
1602.47278,1516.56177,1
1602.48828,1470.42432,1
1602.56946,1408.96521,1
1602.59265,1471.07178,1
1602.60669,1482.48,1
1602.66589,1557.78467,1
1602.67578,1431.37659,1
1602.68872,1563.7301,1
1602.77246,1409.55554,1
1602.93689,1529.81079,1
1602.97461,1456.35449,1
1603.29932,1558.11365,1
1603.3656,1564.71436,1
1603.4436,1440.51563,1
1603.50317,1373.1366,1
1603.61609,1327.54248,1
1603.75391,1511.22107,1
1603.8103,1489.74658,1
1603.843,1529.40442,1
1603.87415,1465.705,1
1603.91919,1457.69275,1
1603.939,1545.80469,1
1604.05212,1470.782,1
1604.086,1523.75513,1
1604.10376,1543.75586,1
1604.14246,1456.50647,1
1604.32227,1446.51184,1
1604.3252,1584.50439,1
1604.37549,1560.52747,1
1604.37744,1458.58936,1
1604.406,1476.1897,1
1604.41333,1398.58569,1
1604.41492,1504.92517,1
1604.437,1473.50146,1
1604.44189,1474.18225,1
1604.44666,1366.15015,1
1604.50586,1455.03845,1
1604.55,1460.91443,1
1604.61157,1510.27319,1
1604.68591,1562.82788,1
1604.709,1434.043,1
1604.7146,1510.27527,1
1604.90161,1485.45142,1
1604.90173,1537.05017,1
1604.93872,1460.695,1
1604.94788,1497.23962,1
1604.97034,1490.58679,1
1604.97754,1528.62256,1
1604.984,1578.57214,1
1605.04578,1407.245,1
1605.04846,1643.87488,1
1605.054,1525.16992,1
1605.12134,1494.09766,1
1605.21057,1408.51306,1
1605.282,1408.16125,1
1605.41431,1477.58362,1
1605.48828,1510.51062,1
1605.60339,1469.41406,1
1605.622,1379.1676,1
1605.71313,1539.96533,1
1605.74255,1439.40869,1
1605.89185,1562.31335,1
1605.91321,1482.76111,1
1605.91858,1482.34253,1
1605.925,1523.64746,1
1605.93359,1466.71863,1
1606.18457,1476.455,1
1606.23059,1478.08423,1
1606.32092,3116.9812,4
1606.33752,1519.1936,1
1606.37476,1389.616,1
1606.41467,1445.70947,1
1606.42358,1481.24023,1
1606.46521,1450.36731,1
1606.5116,1544.13672,1
1606.513,1423.39783,1
1606.53,1596.71643,1
1606.55115,1486.95508,1
1606.56287,1401.39783,1
1606.66,1511.047,1
1606.75635,1571.93652,1
1606.8374,1463.34,1
1606.84741,1537.8429,1
1606.93042,1452.66992,1
1606.96863,1426.89148,1
1606.9928,1525.83057,1
1607.02759,1394.90637,1
1607.18262,1596.21985,1
1607.24536,1634.95691,1
1607.31421,1506.60352,1
1607.33838,1536.61182,1
1607.34644,1437.94727,1
1607.39246,1528.05188,1
1607.51611,1505.014,1
1607.53015,1451.44727,1
1607.57043,1377.23926,1
1607.6239,1583.15991,1
1607.7478,1535.823,1
1607.85852,1470.04407,1
1607.94092,1511.90051,1
1608.03821,1559.19092,1
1608.08789,1384.717,1
1608.12378,1448.65259,1
1608.23413,1682.85083,1
1608.27966,1464.69958,1
1608.29456,1432.60779,1
1608.39722,1534.22437,1
1608.44543,1488.07117,1
1608.52258,1502.07617,1
1608.55481,1351.25061,1
1608.63477,1381.10779,1
1608.6394,1455.81384,1
1608.80054,1449.37622,1
1608.82166,1429.015,1
1608.90784,1539.375,1
1608.9928,1570.443,1
1608.99451,1464.32629,1
1609.0531,1531.17261,1
1609.06824,1516.92859,1
1609.08276,1540.66187,1
1609.08447,1495.25049,1
1609.119,1440.274,1
1609.1543,1516.2196,1
1609.16455,1495.26941,1
1609.21082,1395.508,1
1609.33923,1257.67822,1
1609.46741,1465.99487,1
1609.50049,1483.62537,1
1609.50439,1436.66992,1
1609.54773,1554.05957,1
1609.61267,1551.05188,1
1609.64868,1385.283,1
1609.69641,1575.77222,1
1609.72888,1513.25574,1
1609.73755,1473.35352,1
1609.75012,1451.89014,1
1609.77966,1490.38232,1
1609.78638,1534.49524,1
1609.911,1610.91785,1
1609.922,1535.616,1
1609.93384,1511.06506,1
1609.93848,1531.39331,1
1610,1384.01892,1
1610.11365,1575.84814,1
1610.18115,1509.54468,1
1610.21472,1525.07556,1
1610.27686,1544.745,1
1610.32178,1475.832,1
1610.33508,1575.44275,1
1610.47534,1423.80322,1
1610.49463,1367.83777,1
1610.52441,1487.62207,1
1610.58826,1425.78613,1
1610.59827,1525.49524,1
1610.60535,1437.28821,1
1610.64258,1523.50122,1
1610.64355,1569.36768,1
1610.66211,1493.52271,1
1610.668,1412.443,1
1610.67151,1495.05884,1
1610.69214,1443.333,1
1610.72388,1439.15442,1
1610.8656,1519.19568,1
1610.86633,1524.83789,1
1611.01477,1563.08667,1
1611.029,1458.83093,1
1611.04846,1427.23315,1
1611.07043,1464.76111,1
1611.18213,1523.62244,1
1611.26453,1494.71045,1
1611.29333,1464.35461,1
1611.33521,1497.44165,1
1611.34534,1619.12207,1
1611.35559,1582.7981,1
1611.43494,1549.03027,1
1611.4364,1420.36328,1
1611.48779,1506.10815,1
1611.55994,1534.99023,1
1611.60608,1428.94434,1
1611.63,1473.06775,1
1611.80225,1400.3031,1
1611.82227,1598.83752,1
1611.92566,1602.83167,1
1611.98608,1503.28381,1
1611.989,1568.00024,1
1612.09424,1329.50989,1
1612.141,1371.99463,1
1612.161,1521.41,1
1612.26746,1401.08191,1
1612.274,1418.37549,1
1612.29309,1447.90869,1
1612.30762,1581.96362,1
1612.3512,1497.7948,1
1612.58154,1520.73279,1
1612.69141,1447.208,1
1612.71973,1502.53015,1
1612.75745,1477.29907,1
1612.77576,1470.46179,1
1612.89941,1380.36133,1
1612.92346,1563.52051,1
1613.00281,1477.07825,1
1613.0155,1497.31348,1
1613.1178,1539.78479,1
1613.14575,1411.85339,1
1613.16077,1468.74731,1
1613.17468,1466.86719,1
1613.21118,1474.05359,1
1613.216,1463.00012,1
1613.217,1483.43115,1
1613.227,1486.5105,1
1613.27612,1442.64124,1
1613.403,1471.72571,1
1613.56689,1426.62061,1
1613.59241,1579.00159,1
1613.68188,1473.29993,1
1613.77173,1465.11072,1
1613.77307,1522.72974,1
1613.8446,1460.43335,1
1613.85876,1538.30945,1
1613.91663,1400.15283,1
1613.93848,1486.00745,1
1613.96143,1552.46423,1
1613.97693,1462.12866,1
1614.02625,1561.515,1
1614.09229,1431.278,1
1614.113,1520.06616,1
1614.20581,1466.57275,1
1614.27185,1604.34778,1
1614.31616,1489.45227,1
1614.33972,1445.36548,1
1614.36658,1468.85608,1
1614.44165,1506.72131,1
1614.48242,1372.77576,1
1614.5083,1504.30969,1
1614.64,1409.72656,1
1614.84814,1504.11829,1
1614.90979,3190.613,4
1614.91333,1566.69092,1
1614.977,1452.42981,1
1615.00757,1567.152,1
1615.02515,1511.14819,1
1615.08179,1475.22034,1
1615.099,1473.5874,1
1615.13159,1508.667,1
1615.18945,1376.45337,1
1615.24927,1507.4895,1
1615.25122,1555.31445,1
1615.39844,1540.69116,1
1615.52466,1626.44519,1
1615.53345,1478.406,1
1615.649,1422.56628,1
1615.82324,1461.03076,1
1615.83179,1385.82971,1
1615.83679,1427.42407,1
1615.85571,1525.326,1
1615.89661,1430.6781,1
1615.95483,1492.08057,1
1615.977,1492.11157,1
1615.98364,1490.75818,1
1616.02954,1424.4469,1
1616.07751,1631.10986,1
1616.15283,1468.48743,1
1616.194,1541.58215,1
1616.21558,1430.21936,1
1616.27087,1465.55493,1
1616.33582,1416.79749,1
1616.43311,1461.94971,1
1616.54,1466.93567,1
1616.5542,1357.67175,1
1616.64,1539.53491,1
1616.64038,1459.68481,1
1616.65784,1466.51306,1
1616.74915,1490.54456,1
1616.79529,1445.71631,1
1616.81116,1454.93738,1
1616.83838,1477.547,1
1616.86426,1412.54944,1
1616.91406,1536.38391,1
1616.91443,1544.35449,1
1616.95349,1477.4917,1
1617.00757,1572.42749,1
1617.09583,1492.48108,1
1617.25928,1499.6709,1
1617.27893,1519.54492,1
1617.38416,1414.38672,1
1617.51355,1549.732,1
1617.59363,1425.33789,1
1617.66919,1513.21667,1
1617.81335,1549.66809,1
1617.84229,1461.22937,1
1617.87671,1401.28625,1
1617.90576,1409.67163,1
1617.90857,1407.46558,1
1617.95251,1474.355,1
1617.95679,1329.47192,1
1617.99536,1468.01563,1
1618.07019,1553.47913,1
1618.10229,1565.36646,1
1618.15588,1499.82056,1
1618.26672,1507.08777,1
1618.35986,1400.2876,1
1618.37537,1424.11218,1
1618.50647,1514.47009,1
1618.61755,1606.77441,1
1618.6189,1451.20386,1
1618.69,1531.03833,1
1618.69043,1359.268,1
1618.80847,1582.7572,1
1618.80945,1579.79663,1
1618.861,1547.14,1
1618.87524,1447.99707,1
1618.9281,1470.13281,1
1618.932,1491.03015,1
1618.9552,1587.79114,1
1618.962,1575.19629,1
1619.02563,1444.99744,1
1619.02844,1596.63831,1
1619.08435,1565.19385,1
1619.13367,1508.78845,1
1619.1698,1525.71826,1
1619.28113,1427.51855,1
1619.28845,1477.22131,1
1619.34253,1556.92737,1
1619.43872,1480.77881,1
1619.48816,1445.08044,1
1619.49817,1461.21143,1
1619.51318,1511.00916,1
1619.68665,1552.70264,1
1619.767,1539.83862,1
1619.77588,1437.88831,1
1619.89807,1457.1792,1
1619.90222,1475.14868,1
1619.9303,1482.65869,1
1619.93579,1443.54114,1
1619.95129,1434.04663,1
1619.96777,1488.09448,1
1619.98328,1461.97949,1
1620.04065,1478.0719,1
1620.128,1467.72021,1
1620.1792,1536.32275,1
1620.18811,1520.61011,1
1620.20239,1488.17346,1
1620.21472,1549.0592,1
1620.2439,1446.09216,1
1620.28162,1403.39539,1
1620.34534,1428.68481,1
1620.36938,1480.20178,1
1620.39233,1552.72253,1
1620.42053,1515.94287,1
1620.50415,1502.29126,1
1620.52478,1506.3623,1
1620.618,1460.283,1
1620.73914,1346.01135,1
1620.75281,1490.64648,1
1620.82458,1429.06433,1
1620.92224,1428.20227,1
1620.93066,1542.9834,1
1620.96069,1592.78381,1
1620.99854,1541.78723,1
1621.01379,1515.748,1
1621.05164,1447.95959,1
1621.16785,1428.12256,1
